context_id	word	gold_sense_id	predict_sense_id	positions	context	context_wo	contextmorph	wordpos	feature_cos	feature_prob
1573	задержка	4.1	3	0-9	Задержка с получением паспорта	с получением паспорта	с_NOUN получение_NOUN паспорт_NOUN	задержка_NOUN	[0.26406178, 0.3239098, 0.3291305, 0.4150504, 0.36751142, 0.5438426, 0.38247252, 0.27889317, 0.32972723]	[0.5344902326409113, 0.5428889357442896, 0.5472451566393663, 0.5568397188853591, 0.5500694094264361, 0.5744200818263318, 0.5534358034608738, 0.5399711064302274, 0.546809850324912]
1574	задержка	4.1	3	0-9	задержка с вылетом	с вылетом	с_NOUN вылет_NOUN	задержка_NOUN	[0.37231752, 0.26251793, 0.26850986, 0.28878906, 0.26317057, 0.33074644, 0.36254698, 0.27731764, 0.27401462]	[0.5606788427686878, 0.5435148549797478, 0.548248336927385, 0.5495648038034361, 0.5449172738078395, 0.5568404766336454, 0.563315368940459, 0.5497010938442396, 0.548690046769035]
1575	задержка	4.1	7	63-72	Официанты, в большинстве своем студенты местных колледжей, без задержки подливали вина в быстро опорожняемые бокалы	Официанты, в большинстве своем студенты местных колледжей, без  подливали вина в быстро опорожняемые бокалы	официант_NOUN в_NOUN большинство_NOUN свой_DET студент_NOUN местный_ADJ колледж_NOUN без_ADP подливать_VERB вино_NOUN в_NOUN быстро_ADV опорожнять_VERB бокал_NOUN	задержка_NOUN	[0.27355444, 0.3857164, 0.25255623, 0.17352119, 0.21885276, 0.23564509, 0.25323233, 0.28573054, 0.20733541]	[0.5446841048179882, 0.5637494768155006, 0.5453979160847012, 0.5298440105248651, 0.5373843074719864, 0.5405831701487224, 0.5443464699746512, 0.551198437884905, 0.5368916660842441]
1576	задержка	4.1	5	0-9	Задержки с поставками приведут к пустующим полкам и недовольству покупателей	с поставками приведут к пустующим полкам и недовольству покупателей	с_NOUN поставка_NOUN приводить_VERB к_NOUN пустовать_VERB полк_NOUN и_SCONJ недовольство_NOUN покупатель_NOUN	задержка_NOUN	[0.32763508, 0.23448788, 0.3535084, 0.3747266, 0.39539936, 0.5929972, 0.39836773, 0.26042017, 0.23241736]	[0.545382526938582, 0.5329984099207273, 0.5538287952604459, 0.5545044919838165, 0.5571358967696961, 0.5859389182694709, 0.5590420547691551, 0.5396290293585998, 0.5350772133236433]
1577	задержка	4.1	3	17-26	Извините меня за задержку с письмом: сначала я была в санатории, а потом гостила у дочери	Извините меня за  с письмом: сначала я была в санатории, а потом гостила у дочери	извинять_VERB я_PRON за_ADP с_NOUN письмо_NOUN сначала_ADV я_PRON быть_VERB в_NOUN санаторий_NOUN а_PART потом_ADV гостить_VERB у_ADP дочь_NOUN	задержка_NOUN	[0.14418933, 0.19519806, 0.11133348, 0.33321425, 0.17264721, 0.23379344, 0.115735486, 0.12581703, 0.18002722]	[0.523598257470456, 0.5323925620604434, 0.520057091781595, 0.5571273677981871, 0.5295123007371478, 0.5402656474238996, 0.5203100023960561, 0.5226083042471307, 0.5320469909066072]
1578	задержка	4.2	4	9-18	Вызывать задержки	Вызывать	вызывать_VERB	задержка_NOUN	[0.2767176, 0.34974444, 0.33675832, 0.2955012, 0.39589077, 0.28546962, 0.31500724, 0.41954595, 0.35374075]	[0.5451979957691724, 0.557860145593738, 0.5604042501189888, 0.5507089864295, 0.567340625647896, 0.5491135434164451, 0.5550854228973875, 0.5748731745433249, 0.5627243409708056]
1579	задержка	4.2	4	27-36	Местные жители жалуются на задержки рейсов городского транспорта	Местные жители жалуются на  рейсов городского транспорта	местный_ADJ житель_NOUN жаловаться_VERB на_ADP рейс_NOUN городской_ADJ транспорт_NOUN	задержка_NOUN	[0.2774405, 0.30363527, 0.17790464, 0.33903167, 0.3960437, 0.25919673, 0.16941808, 0.2708169, 0.24123749]	[0.54531543119116, 0.5502875024124173, 0.5320234210330375, 0.5581157997697773, 0.5673663158850175, 0.5446186658543425, 0.5297118855309153, 0.5485434425151889, 0.5428963843313908]
1580	задержка	4.2	4	75-84	Ведущие специалисты в области дрессуры требовали дать объяснения по поводу задержки выпуска аттракциона	Ведущие специалисты в области дрессуры требовали дать объяснения по поводу  выпуска аттракциона	ведущий_NOUN специалист_NOUN в_NOUN область_NOUN дрессура_NOUN требовать_VERB давать_VERB объяснение_NOUN по_ADP повод_NOUN выпуск_NOUN аттракцион_NOUN	задержка_NOUN	[0.40836182, 0.34194505, 0.4949581, 0.3271766, 0.50647265, 0.53568405, 0.5237005, 0.47120875, 0.38677433]	[0.537939147255106, 0.5322507709240829, 0.5505320883030681, 0.5319756128294746, 0.5491033353220631, 0.5523559685414329, 0.5520710806468819, 0.5480072612885364, 0.5391041834260936]
1581	задержка	4.2	6	152-161	Он включил в свою монографию главу о мичуринской агробиологии, украсил ее портретом Лысенко, покритиковал «плоскую эволюцию» Дарвина, и книга вышла без задержки	Он включил в свою монографию главу о мичуринской агробиологии, украсил ее портретом Лысенко, покритиковал «плоскую эволюцию» Дарвина, и книга вышла без	он_PRON включать_VERB в_NOUN свой_DET монография_NOUN глава_NOUN о_INTJ мичуринский_ADJ агробиология_NOUN украшать_VERB она_PRON портрет_NOUN лысенко_NOUN покритиковать_VERB плоский_ADJ эволюция_NOUN дарвин_NOUN и_SCONJ книга_NOUN выходить_VERB без_ADP	задержка_NOUN	[0.3627852, 0.28622794, 0.42371672, 0.16360565, 0.3400402, 0.38721254, 0.56155014, 0.4455963, 0.22017562]	[0.5390498636713311, 0.5312830216868794, 0.5501274159617987, 0.5185441192006222, 0.5382485699798348, 0.543899485738424, 0.5645691439223587, 0.5525707465560534, 0.525823387860572]
1582	задержка	4.2	7	33-42	При продолжительной произвольной задержке дыхания воздух, находящийся в легких и дыхательных путях, меняет свой химический состав, а именно, количество кислорода уменьшается, а количество углекислого газа увеличивается	При продолжительной произвольной  дыхания воздух, находящийся в легких и дыхательных путях, меняет свой химический состав, а именно, количество кислорода уменьшается, а количество углекислого газа увеличивается	при_ADP продолжительный_ADJ произвольный_ADJ дыхание_NOUN воздух_NOUN находиться_VERB в_NOUN легкое_NOUN и_SCONJ дыхательный_ADJ путь_NOUN менять_VERB свой_DET химический_ADJ состав_NOUN а_PART именно_PART количество_NOUN кислород_NOUN уменьшаться_VERB а_PART количество_NOUN углекислый_ADJ газ_NOUN увеличиваться_VERB	задержка_NOUN	[0.4597133, 0.49328628, 0.6004264, 0.29653496, 0.5197497, 0.57394433, 0.73634124, 0.71294695, 0.3969371]	[0.5425906859752769, 0.546349027376433, 0.5610623776819837, 0.5289217012074436, 0.5502672157919705, 0.5559375600391249, 0.5727908165644724, 0.5721853104865958, 0.5400356939781339]
1583	задержка	4.2	4		К сожалению, с чартерными рейсами часто возникают проблемы	К сожалению, с чартерными рейсами часто возникают проблемы	к_NOUN сожаление_NOUN с_NOUN чартерный_ADJ рейс_NOUN часто_ADV возникать_VERB проблема_NOUN	задержка_NOUN	[0.39770117, 0.36525106, 0.34218302, 0.32839057, 0.43336737, 0.4646188, 0.43615875, 0.4249969, 0.38710243]	[0.5478820973689915, 0.544636699340877, 0.5453542684872213, 0.5415993428967628, 0.5544700028055286, 0.5588575668713419, 0.556229717495502, 0.5561121798766552, 0.550705479529395]
1584	задержка	4.2	3	0-9	задержки, отмены	отмены	отмена_NOUN	задержка_NOUN	[0.2921197, 0.30549932, 0.47085395, 0.46925008, 0.45537013, 0.50081027, 0.34382346, 0.29592982, 0.34808147]	[0.5476988391819952, 0.5505941134938487, 0.5840656194862698, 0.5801065000551158, 0.577306513190976, 0.5855894834969696, 0.5600779058103104, 0.553012506485296, 0.5617311556556512]
1585	задержка	4.2	4	0-9	Задержка официальной публикации Декларации о независимости Армении вызвала недоумение у армян	официальной публикации Декларации о независимости Армении вызвала недоумение у армян	официальный_ADJ публикация_NOUN декларация_NOUN о_INTJ независимость_NOUN армения_NOUN вызывать_VERB недоумение_NOUN у_ADP армянин_NOUN	задержка_NOUN	[0.23482345, 0.21910064, 0.27471775, 0.31960428, 0.34444395, 0.45383164, 0.28249407, 0.2042036, 0.2566178]	[0.5322302896584103, 0.5305167138440059, 0.5414590715689173, 0.5460529007364637, 0.5493070477835647, 0.5653585419497579, 0.5415284727595996, 0.5307747642611493, 0.5383120379229643]
